,SPY,AGG,GLD,VNQ,TIP
2023-02-06,-0.003919020883992399,-0.04926969890470134,0.03403367860039442,-0.01590220280078137,0.05650540340754105
2023-02-07,0.003910963417731481,-0.050972952886282695,0.030985470524898445,-0.008092603118746454,0.06164803652240145
2023-02-08,0.001001301759540682,-0.038679654852640216,0.02087483724889947,-0.001233247049303816,0.06827904910208529
2023-02-09,-0.0013941626335992208,-0.03471832463021904,0.009063701485046441,0.008707023142765193,0.0671300277376554
2023-02-10,-0.005921392838789616,-0.023528232371850144,0.0027202645796188486,-0.004677589820870404,0.052263736002416364
2023-02-11,0.0008387066746667806,-0.035632525896812976,0.020968206399462494,-0.024796883899707627,0.06992829968531675
2023-02-12,0.003648881346692965,-0.0358996570155169,0.016219015531372998,-0.02010552275618692,0.07025195266106826
2023-02-13,0.01538190016685818,-0.03405738052889651,0.01842203314599177,-0.02304164487832548,0.07038249642385759
2023-02-14,0.019159917855778773,-0.05045906445546276,0.00564017892493464,-0.014909003938098329,0.07279115080513701
2023-02-15,0.01802008449225198,-0.04957472512480883,0.00981599597855135,-0.019606600741191943,0.06570810355111388
2023-02-16,0.020678537043228796,-0.058658452900959154,0.01459852353569607,-0.035932436783570346,0.07669965992437032
2023-02-17,0.026104511867359226,-0.0553981555578204,0.025125433375151208,-0.01857769233894458,0.08754336057455163
2023-02-18,0.00839576955404277,-0.06749392522517741,0.01957724759819442,-0.017616781836836244,0.09341995077924287
2023-02-19,0.0018383314225081148,-0.06492625758040663,0.012723418274661193,-0.023031959866755727,0.08005333981076064
2023-02-20,-0.006694001038600929,-0.07774310363656997,0.003664685744887866,-0.011795541900677333,0.0712593509224412
2023-02-21,0.020329819609772978,-0.07210992462776109,0.006213046981836605,-0.01967911970248947,0.07896244971653112
2023-02-22,0.015273441347395238,-0.07018982648130748,0.03251389236452455,-0.01993971869973597,0.09115518297938788
2023-02-23,0.008941677096136365,-0.06983971138627709,0.050921898720879655,-0.025509389277613644,0.10997966855935716
2023-02-24,0.01671919645069112,-0.07476437914521977,0.057945976111434865,-0.015083844781346346,0.11689776818152912
2023-02-25,0.0017169492517865523,-0.08133575090346845,0.05617078975591982,-0.01512817907234681,0.1238044891570359
2023-02-26,0.0041939592611190905,-0.09398919449056947,0.06067276826597945,-0.008322321619508577,0.1301023936363463
2023-02-27,0.015701766516665307,-0.08494997294508043,0.06596456905826381,-0.008323978734095048,0.11419278430118637
2023-02-28,0.020697948707991166,-0.08217309607344932,0.06938035743021755,-0.020391464492298145,0.10408221889710374
2023-03-01,0.0319294772413202,-0.08186864761201587,0.07689536440394379,-0.019408280730993533,0.10507978029206119
2023-03-02,0.042012315301080176,-0.0863290948941896,0.07855657217335363,-0.023331033618043957,0.10143481801773804
2023-03-03,0.03962059406639378,-0.08340775717785248,0.07446908595671886,-0.01007347236230875,0.093188744995543
2023-03-04,0.03845187762478019,-0.08710506776059423,0.0896388648002562,-0.007407924597193005,0.10420719039022935
2023-03-05,0.02429627389441047,-0.08373456510190165,0.09923517275649056,-0.005885084704438763,0.11556199414088286
2023-03-06,0.01982338939340675,-0.06894109070004585,0.12292415399268306,-0.008813470308835353,0.11180696892687514
2023-03-07,0.035057234164583756,-0.052445369242738724,0.11839555372115038,-0.012315338479793925,0.10968912283827006
2023-03-08,0.022312729054240983,-0.060931888707580706,0.1090541460536297,-0.01929331413083521,0.11004227396440225
2023-03-09,0.025354876379606192,-0.04472688377943994,0.0997706056462418,-0.008750090146069372,0.10860238552214715
2023-03-10,0.025560239283081862,-0.0372786888577739,0.08924338543061881,-0.004225992684228866,0.11096690760427771
2023-03-11,0.031184751923163355,-0.03368700241869572,0.11449638682972775,-0.009903392526742025,0.10635693805425954
2023-03-12,0.02565334665891571,-0.038541773610298265,0.10882251555666257,0.0026867727843334927,0.12126198053415808
2023-03-13,0.020645883721420948,-0.04616532934134055,0.11423667112052661,-0.00213545765847622,0.1282912987117132
2023-03-14,0.023375113929933945,-0.06062277049131287,0.13041172313382723,0.016523319072478997,0.12286341180686933
2023-03-15,0.020198098330574104,-0.05706411658406382,0.1344562910336975,0.023808761799207302,0.14366545719453283
2023-03-16,0.01912862605563361,-0.06434708902944836,0.12136309875355222,0.01719946139978811,0.14403418746579486
2023-03-17,0.03777420469081148,-0.06882320201981007,0.12430097826994121,0.01773523243906059,0.15661812020027568
2023-03-18,0.0637435289495477,-0.07343188974901328,0.12010658384475899,0.02887684120975131,0.1641370350965388
2023-03-19,0.08291060220690803,-0.06689260789575364,0.1172136629368884,0.0354833895166744,0.17592407090236786
2023-03-20,0.09181542401888167,-0.061119867584680666,0.12858040983277993,0.04787634542113113,0.19044566081274314
2023-03-21,0.0990025228947781,-0.06209104838784921,0.13074754669711317,0.060641435086214696,0.18297630410287077
2023-03-22,0.10338925598350711,-0.06532443651112281,0.13173499492646135,0.07412595371228768,0.18558729478306982
2023-03-23,0.1045536214650686,-0.07822299792092201,0.13989753058673354,0.08128079552369843,0.20791984201612443
2023-03-24,0.10217583911553858,-0.07533149464428261,0.1430913674238411,0.09775532832133318,0.20766688669225492
2023-03-25,0.10566605437324197,-0.06855252954711721,0.1456574586554047,0.0939909921758279,0.210307786621238
2023-03-26,0.1171023718718397,-0.07811768254122782,0.14768715539687347,0.08768978402643617,0.22295825291048643
2023-03-27,0.10257050282400194,-0.0830069010139437,0.15215927414751867,0.10404502431877957,0.22300075029975655
2023-03-28,0.09771850755706996,-0.0634953303195378,0.13837913514335623,0.08275696475257875,0.2281008948002899
2023-03-29,0.09339796531354384,-0.07300765849084494,0.14616269961634976,0.08589497189029074,0.22316010849292262
2023-03-30,0.0812949213268349,-0.0635830852080435,0.15336471139593635,0.08560321325249691,0.24232647845339927
2023-03-31,0.07129407366357338,-0.07813833691729088,0.1471456306971239,0.08584735308894194,0.2454598729466262
2023-04-01,0.06958171308501007,-0.07391778295214792,0.13533023645521947,0.10098499912967453,0.2453383611627005
2023-04-02,0.08145467140089135,-0.06979052948837088,0.1405977686467573,0.10738267193199656,0.25051544676287363
2023-04-03,0.0885818989995668,-0.05579900418704656,0.143262980343772,0.11517270950788168,0.25031808982000137
2023-04-04,0.10368307115406153,-0.06186292720763926,0.16197238467288017,0.11547113000143824,0.2367103387988209
2023-04-05,0.10566411530316942,-0.06797344378238807,0.1710788201627674,0.10964489020841434,0.2329485044666731
2023-04-06,0.08746870799371412,-0.07179650697487883,0.14754002689647783,0.0945058619735571,0.24125265102811605
2023-04-07,0.09602670958022244,-0.06684193135702918,0.1385702654651857,0.09472874841213731,0.24191662563721036
2023-04-08,0.08514306268829701,-0.05110794833935767,0.1480438883709424,0.09321910667384067,0.24288548402715568
2023-04-09,0.08792689076777253,-0.07082529702360058,0.14627211454573644,0.08709926419386269,0.23356928392820653
2023-04-10,0.08581588783891299,-0.05214843175510535,0.15338054315840655,0.08208747429603472,0.2399951117417681
